Student_ID,ID,Class_ID,Letter_Grade,Grade_Level,Credit_Type,Credit_Awarded,Credit_Potential
489650,21773501,2612192,D,9,MTH,0.5,0.5
489650,22451834,2612193,D,9,MTH,0.5,0.5
489650,21772200,2612194,F,9,ART,0,0.5
489650,21770153,2612196,B,9,ELA,0.5,0.5
489650,22453092,2612197,C,9,ELA,0.5,0.5
126364,22012053,2616183,P,9,OTHER,0.5,0.5
578701,21785334,2621850,B,9,SS,0.5,0.5
349393,21912294,2628529,F,9,ELA,0,0.5
349393,21915235,2628531,D,9,MTH,0.5,0.5
349393,21912039,2628538,B,9,SS,0.5,0.5
349393,21911378,2628539,B,9,OTHER,0.5,0.5
349393,21915813,2628540,A,9,SCI,0.5,0.5
349393,21911612,2628542,B,9,OTHER,0.5,0.5
889495,22520841,2634384,A,9,LANG,0.5,0.5
889495,21628821,2634385,A,9,LANG,0.5,0.5
889495,21634005,2634386,A,9,PE,0.5,0.5
889495,22519635,2634387,A,9,PE,0.5,0.5
92050,21922231,2648492,P,9,OTHER,0.5,0.5
662140,21791169,2651489,F,9,SCI,0,0.5
662140,21793725,2651490,F,9,SS,0,0.5
662140,21788439,2651491,F,9,MTH,0,0.5
662140,21795190,2651493,D,9,OTHER,0.5,0.5
556785,21793078,2651493,D,9,OTHER,0.5,0.5
662140,21788438,2651494,F,9,ART,0,0.5
240541,21789862,2651495,A,9,ELA,0.5,0.5
662140,21795525,2651495,F,9,ELA,0,0.5
131045,21960261,2663713,F,9,OTHER,0,0.5
131045,21957914,2663714,C,9,ELA,0.5,0.5
131045,21959613,2663715,C,9,MTH,0.5,0.5
131045,21959872,2663719,C,9,MTH,0.5,0.5
131045,21958735,2664345,B,9,SCI,0.5,0.5
319366,21651944,2677290,P,9,OTHER,0.5,0.5
815114,21652084,2678562,C,9,ART,0.5,0.5
489650,22452193,2709564,D,9,SCI,0.5,0.5
489650,21773182,2709565,F,9,SCI,0,0.5
556785,21789036,2720601,F,9,ELA,0,0.5
556785,21788342,2720614,D,9,MTH,0.5,0.5
262969,21790047,2735154,D,10,SS,0.5,0.5
262969,21787365,2735468,A,10,SCI,0.5,0.5
262969,21793301,2735469,A,10,SCI,0.5,0.5
567785,21690464,2740535,C,7,OTHER,0.5,0.5
567785,22895883,2740535,C,7,OTHER,0.5,0.5
578701,21790009,2746057,B,9,OTHER,0.5,0.5
489321,22406575,2746299,D,9,ELA,0.5,0.5
240541,22404461,2746384,B,9,ELA,0.5,0.5
662140,22410165,2746384,F,9,ELA,0,0.5
556785,22405936,2746441,F,9,ELA,0,0.5
578701,22404324,2746663,A,9,ELA,0.5,0.5
240541,22405573,2746852,B,9,SS,0.5,0.5
662140,22407116,2746869,F,9,SS,0,0.5
489321,22407928,2746946,B,9,SS,0.5,0.5
556785,22406613,2747176,D,9,SS,0.5,0.5
578701,22403952,2747390,B,9,MTH,0.5,0.5
662140,22403943,2747404,F,9,MTH,0,0.5
556785,22405563,2747560,D,9,MTH,0.5,0.5
489321,22410454,2747775,F,9,MTH,0,0.5
240541,22405545,2747793,C,9,MTH,0.5,0.5
489321,22410029,2748142,F,9,OTHER,0,0.5
240541,22404311,2748156,A,9,OTHER,0.5,0.5
662140,22406972,2748226,D,9,OTHER,0.5,0.5
240541,22405012,2748337,D,9,ART,0.5,0.5
578701,22406730,2748515,B,9,PE,0.5,0.5
556785,22405587,2748638,C,9,ART,0.5,0.5
578701,22404165,2748692,B,9,ART,0.5,0.5
662140,22407929,2749000,F,9,SCI,0,0.5
240541,22406440,2749054,B,9,SCI,0.5,0.5
489321,22410973,2749088,A,9,SCI,0.5,0.5
556785,22404186,2749141,C,9,SCI,0.5,0.5
578701,22406206,2750023,A,9,SS,0.5,0.5
662140,22408367,2753159,F,9,ART,0,0.5
578701,22405957,2753584,C,9,SCI,0.5,0.5
489321,22410331,2754192,F,9,ART,0,0.5
126364,22431955,2762205,D,9,MTH,0.5,0.5
126364,22432229,2762409,D,9,OTHER,0.5,0.5
126364,22431799,2762570,C,9,ELA,0.5,0.5
126364,22431289,2762618,P,9,OTHER,0.5,0.5
262969,22405071,2762668,F,10,ELA,0,0.5
126364,22431163,2762887,C,9,SS,0.5,0.5
262969,22409427,2764867,B,10,SCI,0.5,0.5
262969,22403898,2770315,A,10,SCI,0.5,0.5
871203,22508274,2771571,B,9,OTHER,0.5,0.5
319366,22508836,2772348,P,9,OTHER,0.5,0.5
815114,22509411,2772553,D,9,SS,0.5,0.5
319366,22508251,2772553,F,9,SS,0,0.5
92050,22513214,2774695,A,9,ELA,0.5,0.5
815114,22508876,2777431,F,9,MTH,0,0.5
319366,22509724,2777431,F,9,MTH,0,0.5
262969,22404023,2784052,F,10,SS,0,0.5
92050,22512525,2792957,B,9,SCI,0.5,0.5
262969,22410784,2793101,F,10,PE,0,0.5
92050,22513672,2794094,A,9,PE,0.5,0.5
126364,22431600,2799706,C,9,SCI,0.5,0.5
92050,22513879,2800875,B,9,MTH,0.5,0.5
306092,22515718,2801373,D,9,SS,0.5,0.5
131045,22516203,2801373,D,9,SS,0.5,0.5
131045,22514309,2801840,A,9,SCI,0.5,0.5
306092,22515971,2802023,B,9,SCI,0.5,0.5
306092,22515387,2802404,F,9,ELA,0,0.5
131045,22515680,2802497,D,9,ELA,0.5,0.5
131045,22515298,2804488,D,9,MTH,0.5,0.5
306092,22515637,2804494,F,9,MTH,0,0.5
815114,22509757,2804886,A,9,PE,0.5,0.5
306092,22514421,2805074,B,9,OTHER,0.5,0.5
131045,22514601,2805120,C,9,OTHER,0.5,0.5
131045,22516104,2807284,A,9,MTH,0.5,0.5
306092,22515800,2807537,P,9,OTHER,0.5,0.5
936412,22478938,2807749,A,9,ELA,0.5,0.5
917922,22478879,2807749,B,9,ELA,0.5,0.5
815114,22508651,2808069,B,9,SCI,0.5,0.5
319366,22508481,2808069,D,9,SCI,0.5,0.5
936412,22478815,2808266,A,9,MTH,0.5,0.5
917922,22479019,2808266,B,9,MTH,0.5,0.5
936412,22478842,2808278,B,9,OTHER,0.5,0.5
917922,22478829,2808278,B,9,OTHER,0.5,0.5
228721,22529332,2808454,A,9,MTH,0.5,0.5
228721,22528685,2808868,B,9,ELA,0.5,0.5
228721,22529279,2809135,A,9,PE,0.5,0.5
936412,22479119,2809213,A,9,SCI,0.5,0.5
917922,22479102,2809213,B,9,SCI,0.5,0.5
936412,22478818,2809506,P,9,OTHER,0.5,0.5
917922,22478848,2809506,P,9,OTHER,0.5,0.5
936412,22479035,2809533,A,9,OTHER,0.5,0.5
936412,22479095,2809894,A,9,SS,0.5,0.5
917922,22479041,2809894,B,9,SS,0.5,0.5
917922,22478986,2810544,A,9,PE,0.5,0.5
92050,22514019,2811450,A,9,SS,0.5,0.5
92050,22513693,2811844,P,9,OTHER,0.5,0.5
228721,22529129,2812806,D,9,SCI,0.5,0.5
262969,22405469,2825700,A,10,MTH,0.5,0.5
815114,22509768,2832134,C,9,ELA,0.5,0.5
319366,22507896,2832134,C,9,ELA,0.5,0.5
228721,22529494,2834606,B,9,ART,0.5,0.5
228721,22528672,2836882,B,9,SS,0.5,0.5
556785,22409541,2852709,P,9,OTHER,0.5,0.5
349393,22471350,2852785,C,9,MTH,0.5,0.5
349393,22471302,2852786,F,9,ELA,0,0.5
349393,22473391,2852787,B,9,SS,0.5,0.5
349393,22470827,2852788,D,9,OTHER,0.5,0.5
349393,22473440,2852789,A,9,SCI,0.5,0.5
349393,22470570,2852790,B,9,MTH,0.5,0.5
815114,22507871,2859978,A,9,ART,0.5,0.5
871203,22508166,2865393,B,9,PE,0.5,0.5
319366,22508886,2865393,C,9,PE,0.5,0.5
489650,22452644,2870968,C,9,OTHER,0.5,0.5
906838,22900251,2879011,B,8,OTHER,0.5,0.5
262969,23735142,2937600,F,11,SCI,0,0.5
262969,23730320,2937601,C,11,MTH,0.5,0.5
262969,23729381,2937602,D,11,ELA,0.5,0.5
262969,23734909,2937604,F,11,SS,0,0.5
262969,23731545,2937605,D,11,ART,0.5,0.5
936412,23595941,2956157,A,10,OTHER,0.5,0.5
917922,23596075,2956157,A,10,OTHER,0.5,0.5
936412,23596248,2956158,A,10,MTH,0.5,0.5
917922,23595912,2956158,C,10,MTH,0.5,0.5
917922,23596355,2956160,A,10,ELA,0.5,0.5
936412,23596136,2956160,B,10,ELA,0.5,0.5
936412,23596022,2964490,A,10,SS,0.5,0.5
917922,23596318,2964490,A,10,SS,0.5,0.5
936412,23596294,2964491,A,10,SCI,0.5,0.5
92050,23592377,2969371,C,10,ELA,0.5,0.5
92050,23592462,2969373,D,10,SCI,0.5,0.5
255674,23547606,3018856,A,10,SS,0.5,0.5
255674,23551133,3018857,B,10,PE,0.5,0.5
255674,23548459,3018859,A,10,SCI,0.5,0.5
255674,23550880,3018861,B,10,MTH,0.5,0.5
255674,24232410,3018863,A,10,OTHER,0.5,0.5
255674,24231682,3018867,B,10,MTH,0.5,0.5
489650,23550107,3019549,F,10,MTH,0,0.5
489650,23550871,3019551,D,10,SS,0.5,0.5
489650,23550548,3019553,F,10,ELA,0,0.5
489650,24235196,3019557,D,10,SS,0.5,0.5
228721,23748316,3147570,D,10,MTH,0.5,0.5
228721,23747232,3147644,D,10,SS,0.5,0.5
228721,23748471,3147718,D,10,LANG,0.5,0.5
228721,23748752,3147792,D,10,SCI,0.5,0.5
228721,23748257,3148069,C,10,ELA,0.5,0.5
556785,23738701,3209872,C,10,LANG,0.5,0.5
556785,23737194,3213617,P,10,OTHER,0.5,0.5
262969,23732964,3216212,F,11,LANG,0,0.5
164078,23751069,3220407,C,9,ELA,0.5,0.5
164078,23752711,3220465,D,9,SS,0.5,0.5
815114,23751297,3226577,C,10,MTH,0.5,0.5
815114,23752198,3226967,D,10,OTHER,0.5,0.5
519474,23507315,3233772,D,10,ELA,0.5,0.5
519474,24222750,3234460,C,10,ELA,0.5,0.5
578701,23733253,3252087,A,10,LANG,0.5,0.5
705860,23735080,3252087,A,9,ART,0.5,0.5
319366,23750938,3276513,C,10,OTHER,0.5,0.5
126364,23609676,3302478,A,10,MTH,0.5,0.5
126364,23611545,3302599,A,10,ELA,0.5,0.5
126364,23611464,3302618,B,10,SS,0.5,0.5
413254,24213583,3317026,A,9,OTHER,0.5,0.5
413254,24216439,3317028,C,9,ELA,0.5,0.5
413254,23715765,3317029,D,9,MTH,0.5,0.5
413254,23714525,3317030,D,9,PE,0.5,0.5
413254,23727423,3317031,C,9,SCI,0.5,0.5
621001,23723794,3320664,A,10,ELA,0.5,0.5
621001,24216429,3320665,A,10,ELA,0.5,0.5
621001,23727583,3320666,B,10,SS,0.5,0.5
621001,24208411,3320667,D,10,SS,0.5,0.5
621001,23719166,3320668,A,10,OTHER,0.5,0.5
621001,23717494,3320670,B,10,LANG,0.5,0.5
621001,24215377,3320671,C,10,LANG,0.5,0.5
621001,23717347,3320672,B,10,MTH,0.5,0.5
621001,24212259,3320673,B,10,MTH,0.5,0.5
621001,23724850,3320674,B,10,SCI,0.5,0.5
621001,24209553,3320675,B,10,SCI,0.5,0.5
413254,23724197,3320915,B,9,OTHER,0.5,0.5
413254,23714185,3320917,B,9,ELA,0.5,0.5
413254,23725948,3320918,B,9,SS,0.5,0.5
413254,24207411,3320919,B,9,SS,0.5,0.5
413254,24213222,3320920,D,9,MTH,0.5,0.5
413254,24212582,3320921,C,9,PE,0.5,0.5
413254,24208856,3320922,C,9,SCI,0.5,0.5
889495,24206852,3340838,A,10,SS,0.5,0.5
889495,23725253,3340839,A,10,SS,0.5,0.5
889495,23727971,3340842,C,10,MTH,0.5,0.5
889495,24212993,3340843,D,10,MTH,0.5,0.5
889495,23717768,3340844,A,10,SCI,0.5,0.5
889495,24208949,3340845,A,10,SCI,0.5,0.5
240541,23729934,3347731,F,10,MTH,0,0.5
240541,23732178,3347732,F,10,ELA,0,0.5
556785,23736328,3358485,D,10,MTH,0.5,0.5
556785,23729881,3358486,F,10,SS,0,0.5
556785,23733871,3358487,D,10,SCI,0.5,0.5
255674,24235317,3385085,B,10,SS,0.5,0.5
255674,23547663,3385086,A,10,MTH,0.5,0.5
255674,24232585,3385087,A,10,MTH,0.5,0.5
255674,24232679,3385088,A,10,SCI,0.5,0.5
489650,24235181,3393314,F,10,MTH,0,0.5
489650,23547540,3393421,F,10,SCI,0,0.5
489650,24232912,3393423,D,10,SCI,0.5,0.5
489650,24232179,3393424,F,10,ELA,0,0.5
93007,23551877,3395153,F,9,SCI,0,0.5
93007,23550311,3395154,B,9,ELA,0.5,0.5
93007,23549544,3395155,B,9,MTH,0.5,0.5
93007,24233268,3397651,C,9,MTH,0.5,0.5
93007,24234519,3397653,B,9,ELA,0.5,0.5
93007,23547996,3397663,B,9,OTHER,0.5,0.5
93007,23547625,3397665,C,9,SS,0.5,0.5
93007,24231964,3397666,D,9,SS,0.5,0.5
93007,24232330,3397669,B,9,OTHER,0.5,0.5
131045,23741119,3409007,C,10,MTH,0.5,0.5
131045,23741569,3409087,C,10,SCI,0.5,0.5
131045,23742629,3409161,D,10,SS,0.5,0.5
131045,23742303,3409294,D,10,ELA,0.5,0.5
489321,23732274,3427692,F,10,MTH,0,0.5
489321,23738938,3427697,F,10,PE,0,0.5
662140,23739781,3427700,F,10,SCI,0,0.5
489321,23736364,3427700,F,10,SCI,0,0.5
489321,23738777,3427703,D,10,SS,0.5,0.5
489321,23737826,3427706,F,10,ELA,0,0.5
917922,23595953,3428841,A,10,PE,0.5,0.5
489321,23738437,3434270,F,10,LANG,0,0.5
621001,24211968,3435387,C,10,OTHER,0.5,0.5
306092,23741951,3435614,B,10,MTH,0.5,0.5
306092,23742680,3435615,F,10,ELA,0,0.5
306092,23740215,3435618,D,10,SCI,0.5,0.5
306092,23742101,3435619,D,10,SS,0.5,0.5
306092,23741824,3435762,D,10,ART,0.5,0.5
578701,23736183,3437888,A,10,SS,0.5,0.5
578701,23733023,3437889,B,10,OTHER,0.5,0.5
578701,23730253,3437899,B,10,ELA,0.5,0.5
349393,23644077,3442903,A,10,ELA,0.5,0.5
349393,23644702,3443044,A,10,SS,0.5,0.5
349393,23642577,3443774,A,10,SCI,0.5,0.5
349393,23641588,3443775,D,10,MTH,0.5,0.5
871203,23750495,3444949,B,10,OTHER,0.5,0.5
871203,23751057,3445001,B,10,PE,0.5,0.5
190387,23501526,3448435,A,9,ART,0.5,0.5
190387,24203414,3448439,C,9,ART,0.5,0.5
190387,23499068,3448446,A,9,ART,0.5,0.5
190387,24205939,3449300,A,9,ART,0.5,0.5
190387,23500600,3449405,A,9,ART,0.5,0.5
190387,23501760,3449653,A,9,SS,0.5,0.5
190387,24205376,3449654,A,9,SS,0.5,0.5
190387,23500495,3449655,B,9,SCI,0.5,0.5
190387,24206129,3449656,D,9,SCI,0.5,0.5
936412,23596216,3476890,A,10,SCI,0.5,0.5
917922,23596244,3476890,B,10,SCI,0.5,0.5
740143,23593774,3484025,A,9,OTHER,0.5,0.5
906838,23526350,3484269,D,9,MTH,0.5,0.5
906838,23527092,3484284,B,9,SCI,0.5,0.5
906838,23525833,3484488,A,9,SS,0.5,0.5
936412,23596184,3492608,A,10,OTHER,0.5,0.5
917922,23596394,3492608,B,10,ART,0.5,0.5
662140,23735439,3496887,F,10,MTH,0,0.5
662140,23732830,3497089,F,10,LANG,0,0.5
662140,23733603,3497093,F,10,ART,0,0.5
131045,23741330,3497221,B,10,ART,0.5,0.5
489650,23550729,3511432,C,10,LANG,0.5,0.5
489650,24233870,3511434,C,10,LANG,0.5,0.5
489650,23551047,3511495,B,10,ART,0.5,0.5
489650,24234004,3511496,C,10,ART,0.5,0.5
705860,23735850,3546773,A,9,MTH,0.5,0.5
705860,23736597,3546776,A,9,OTHER,0.5,0.5
167071,23737981,3546776,D,9,OTHER,0.5,0.5
705860,23735621,3546777,A,9,SS,0.5,0.5
167071,23735276,3546777,C,9,SS,0.5,0.5
519474,23511618,3550874,B,10,SS,0.5,0.5
240541,23729449,3559899,F,10,SCI,0,0.5
240541,23736549,3559902,F,10,PE,0,0.5
240541,23731695,3559903,C,10,LANG,0.5,0.5
329231,23737555,3560451,A,9,SS,0.5,0.5
705860,23732090,3560458,A,9,ELA,0.5,0.5
329231,23736491,3560458,A,9,ELA,0.5,0.5
167071,23735235,3560458,D,9,ELA,0.5,0.5
329231,23737994,3560626,B,9,SCI,0.5,0.5
329231,23739310,3561052,B,9,MTH,0.5,0.5
329231,23732792,3561451,B,9,OTHER,0.5,0.5
329231,23731795,3561464,A,9,OTHER,0.5,0.5
349393,23643812,3575970,D,10,ART,0.5,0.5
889495,23726065,3589150,A,10,ELA,0.5,0.5
889495,24210234,3589152,A,10,ELA,0.5,0.5
889495,23726699,3589153,A,10,LANG,0.5,0.5
889495,24208129,3589154,A,10,LANG,0.5,0.5
906838,23526547,3609112,C,9,ELA,0.5,0.5
152334,23686759,3611085,F,9,MTH,0,0.5
152334,24217129,3611086,F,9,MTH,0,0.5
152334,23687896,3611087,D,9,ELA,0.5,0.5
152334,24217912,3611088,F,9,ELA,0,0.5
152334,23687523,3611094,D,9,ART,0.5,0.5
152334,24219516,3611195,D,9,ART,0.5,0.5
152334,23685610,3611200,C,9,SCI,0.5,0.5
152334,24219248,3611201,D,9,SCI,0.5,0.5
152334,23687386,3611211,D,9,OTHER,0.5,0.5
152334,23684451,3611216,F,9,SS,0,0.5
152334,24220331,3611218,C,9,SS,0.5,0.5
152334,23686543,3611224,F,9,ART,0,0.5
152334,24219181,3611225,D,9,ART,0.5,0.5
815114,23751402,3615796,B,10,ELA,0.5,0.5
319366,23750606,3615796,B,10,ELA,0.5,0.5
815114,23750924,3615798,C,10,SCI,0.5,0.5
519474,23507030,3617391,D,10,MTH,0.5,0.5
519474,23509587,3617392,B,10,LANG,0.5,0.5
519474,23509350,3626677,C,10,OTHER,0.5,0.5
519474,23509565,3626678,D,10,SCI,0.5,0.5
987506,23641890,3636114,C,10,ELA,0.5,0.5
987506,23643180,3636265,F,10,MTH,0,0.5
987506,23642974,3636267,F,10,SCI,0,0.5
987506,23642118,3636269,B,10,SS,0.5,0.5
987506,23643515,3636273,B,10,PE,0.5,0.5
987506,23643024,3636275,B,10,ART,0.5,0.5
740143,23594911,3636732,A,9,ART,0.5,0.5
319366,23752283,3649468,C,10,SCI,0.5,0.5
306092,23741381,3652675,C,10,LANG,0.5,0.5
319366,23751354,3654613,F,10,OTHER,0,0.5
578701,23734436,3664911,B,10,MTH,0.5,0.5
578701,23735523,3664912,B,10,SCI,0.5,0.5
349393,23644795,3671091,B,10,PE,0.5,0.5
889495,23721108,3672343,A,10,ART,0.5,0.5
889495,24209877,3672344,A,10,OTHER,0.5,0.5
93007,23547712,3676164,B,9,PE,0.5,0.5
93007,24233785,3676166,C,9,OTHER,0.5,0.5
556785,23738976,3676565,D,10,ELA,0.5,0.5
662140,23732490,3676565,F,10,ELA,0,0.5
319366,23752209,3677520,C,10,MTH,0.5,0.5
319366,23750142,3677521,D,10,SS,0.5,0.5
705860,23737631,3681883,B,9,SCI,0.5,0.5
906838,23525669,3686041,D,9,OTHER,0.5,0.5
190387,24204118,3686357,C,9,ELA,0.5,0.5
190387,23499395,3686358,A,9,PE,0.5,0.5
190387,23501504,3686359,B,9,ELA,0.5,0.5
126364,23609383,3689058,A,10,SCI,0.5,0.5
92050,23590727,3690559,D,10,MTH,0.5,0.5
255674,24233952,3691770,A,10,ELA,0.5,0.5
255674,23550850,3691771,A,10,ELA,0.5,0.5
126364,23609561,3694966,C,10,OTHER,1.5,1.5
92050,23590593,3694969,C,10,OTHER,1.5,1.5
167071,23733636,3695248,P,9,OTHER,0.5,0.5
167071,23736569,3695249,C,9,MTH,0.5,0.5
167071,23739353,3695262,D,9,SCI,0.5,0.5
164078,23752622,3699561,F,9,OTHER,0,0.5
815114,23752348,3701915,B,10,SS,0.5,0.5
815114,23751887,3730103,D,10,MTH,0.5,0.5
